STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,ACMH,ACMH_ATTRIBUTES,ACSH,ACSH_ATTRIBUTES,AWND,AWND_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,FRGT,FRGT_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT21,WT21_ATTRIBUTES,WT22,WT22_ATTRIBUTES,WV01,WV01_ATTRIBUTES,WV03,WV03_ATTRIBUTES,WV20,WV20_ATTRIBUTES
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,1/11/1948,,,,,,,,,,,,,3,",,X,2400",,,0,",,X",0,",,X",0,,56,",,X",0,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,X",,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,1/12/1948,,,,,,,,,,,,,0,",,X,2400",,,0,",,X",0,",,X",0,,50,",,X",-33,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,1/13/1948,,,,,,,,,,,,,0,",,X,2400",,,0,",,X",0,",,X",0,,72,",,X",-17,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,1/14/1948,,,,,,,,,,,,,0,",,X,2400",,,0,",,X",0,",,X",0,,33,",,X",-33,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,1/15/1948,,,,,,,,,,,,,0,",,X,2400",,,0,",,X",0,",,X",0,,11,",,X",-6,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,1/16/1948,,,,,,,,,,,,,0,"T,,X,2400",,,0,",,X",0,",,X",0,,11,",,X",-22,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,1,",,X",,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,1/17/1948,,,,,,,,,,,,,0,"T,,X,2400",,,0,",,X",0,",,X",0,,17,",,X",-17,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,1,",,X",,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,1/18/1948,,,,,,,,,,,,,0,"T,,X,2400",,,0,",,X",0,",,X",0,,6,",,X",-22,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,1,",,X",,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,1/19/1948,,,,,,,,,,,,,0,"T,,X,2400",,,0,",,X",0,",,X",0,,11,",,X",-28,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,1,",,X",,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,1/20/1948,,,,,,,,,,,,,0,"T,,X,2400",,,0,",,X",0,",,X",0,,22,",,X",-17,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,1,",,X",,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,1/21/1948,,,,,,,,,,,,,0,"T,,X,2400",,,0,",,X",0,",,X",0,,89,",,X",0,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,1,",,X",,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,1/22/1948,,,,,,,,,,,,,53,",,X,2400",,,0,",,X",0,",,X",0,,83,",,X",67,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,1,",,X",,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,1/23/1948,,,,,,,,,,,,,0,"T,,X,2400",,,0,",,X",0,",,X",0,,83,",,X",61,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,1,",,X",,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,1/24/1948,,,,,,,,,,,,,25,",,X,2400",,,0,",,X",0,",,X",0,,72,",,X",11,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,1,",,X",,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,1/25/1948,,,,,,,,,,,,,0,",,X,2400",,,0,",,X",0,",,X",0,,78,",,X",-11,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,1/26/1948,,,,,,,,,,,,,0,",,X,2400",,,0,",,X",0,",,X",0,,72,",,X",0,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,1/27/1948,,,,,,,,,,,,,0,",,X,2400",,,0,",,X",0,",,X",0,,117,",,X",6,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,1/28/1948,,,,,,,,,,,,,0,",,X,2400",,,0,",,X",0,",,X",0,,117,",,X",-39,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,1/29/1948,,,,,,,,,,,,,56,",,X,2400",,,0,",,X",0,",,X",0,,56,",,X",11,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,1/30/1948,,,,,,,,,,,,,8,",,X,2400",,,0,",,X",0,",I,X",0,,83,",,X",-11,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,X",,,,,,,1,",,X",,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,1/31/1948,,,,,,,,,,,,,53,",,X,2400",,,33,",I,X",102,",I,X",0,,17,",,X",-28,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/1/1948,,,,,,,,,,,,,8,",,X,2400",,,0,"T,,X",0,",,X",0,,39,",,X",-11,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/2/1948,,,,,,,,,,,,,0,",,X,2400",,,0,",,X",0,",,X",0,,61,",,X",-33,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/3/1948,,,,,,,,,,,,,51,",,X,2400",,,15,",,X",0,"T,,X",0,,33,",,X",-33,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,X",,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,X",,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/4/1948,,,,,,,,,,,,,36,",,X,2400",,,41,",,X",0,"T,,X",0,,39,",,X",-6,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,X",,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/5/1948,,,,,,,,,,,,,0,",,X,2400",,,0,",,X",0,"T,,X",0,,22,",,X",-33,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/6/1948,,,,,,,,,,,,,0,",,X,2400",,,0,",,X",0,"T,,X",0,,61,",,X",-67,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/7/1948,,,,,,,,,,,,,15,",,X,2400",,,0,",,X",0,",,X",0,,61,",,X",-28,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,1,",,X",,,1,",,X",,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/8/1948,,,,,,,,,,,,,142,",,X,2400",,,0,"T,,X",0,"T,,X",0,,67,",,X",17,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,1,",,X",,,1,",,X",,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/9/1948,,,,,,,,,,,,,0,"T,,X,2400",,,0,",,X",0,",,X",0,,72,",,X",0,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/10/1948,,,,,,,,,,,,,0,",,X,2400",,,0,",,X",0,",,X",0,,39,",,X",-28,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/11/1948,,,,,,,,,,,,,0,",,X,2400",,,0,",,X",0,",,X",0,,78,",,X",-50,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/12/1948,,,,,,,,,,,,,0,",,X,2400",,,0,",,X",0,",,X",0,,61,",,X",-33,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/13/1948,,,,,,,,,,,,,0,"T,,X,2400",,,0,",,X",0,",,X",0,,83,",,X",17,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,1,",,X",,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/14/1948,,,,,,,,,,,,,127,",,X,2400",,,0,",,X",0,",,X",0,,78,",,X",39,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/15/1948,,,,,,,,,,,,,89,",,X,2400",,,0,",,X",0,",,X",0,,72,",,X",28,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/16/1948,,,,,,,,,,,,,213,",,X,2400",,,0,",,X",0,",,X",0,,111,",,X",28,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/17/1948,,,,,,,,,,,,,33,",,X,2400",,,0,",,X",0,",,X",0,,139,",,X",78,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/18/1948,,,,,,,,,,,,,3,",,X,2400",,,0,",,X",0,",,X",0,,94,",,X",0,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/19/1948,,,,,,,,,,,,,0,",,X,2400",,,0,",,X",0,",,X",0,,72,",,X",-11,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/20/1948,,,,,,,,,,,,,188,",,X,2400",,,0,",,X",0,",,X",0,,72,",,X",17,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/21/1948,,,,,,,,,,,,,117,",,X,2400",,,0,",,X",0,",,X",0,,94,",,X",28,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,1,",,X",,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/22/1948,,,,,,,,,,,,,28,",,X,2400",,,0,",,X",0,",,X",0,,83,",,X",33,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/23/1948,,,,,,,,,,,,,0,"T,,X,2400",,,0,",,X",0,",,X",0,,83,",,X",22,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,1,",,X",,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/24/1948,,,,,,,,,,,,,13,",,X,2400",,,0,",,X",0,",,X",0,,67,",,X",22,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,1,",,X",,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/25/1948,,,,,,,,,,,,,249,",,X,2400",,,0,",,X",0,",,X",0,,83,",,X",50,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/26/1948,,,,,,,,,,,,,23,",,X,2400",,,0,",,X",0,",,X",0,,94,",,X",28,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/27/1948,,,,,,,,,,,,,0,",,X,2400",,,0,",,X",0,",,X",0,,83,",,X",17,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/28/1948,,,,,,,,,,,,,0,",,X,2400",,,0,",,X",0,",,X",0,,100,",,X",0,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,2/29/1948,,,,,,,,,,,,,0,"T,,X,2400",,,0,",,X",0,",,X",0,,78,",,X",11,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,3/1/1948,,,,,,,,,,,,,48,",,X,2400",,,0,"T,,X",0,",,X",0,,83,",,X",0,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,1,",,X",,,1,",,X",,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,3/2/1948,,,,,,,,,,,,,0,",,X,2400",,,0,",,X",0,",,X",0,,100,",,X",-6,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,3/3/1948,,,,,,,,,,,,,0,",,X,2400",,,0,",,X",0,",,X",0,,111,",,X",-22,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,3/4/1948,,,,,,,,,,,,,0,",,X,2400",,,0,",,X",0,",,X",0,,139,",,X",-6,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,3/5/1948,,,,,,,,,,,,,0,"T,,X,2400",,,0,",,X",0,",,X",0,,83,",,X",44,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,3/6/1948,,,,,,,,,,,,,15,",,X,2400",,,0,",,X",0,",,X",0,,83,",,X",50,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,1,",,X",,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,3/7/1948,,,,,,,,,,,,,41,",,X,2400",,,0,",,X",0,",,X",0,,56,",,X",11,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,1,",,X",,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",47.44467,-122.31442,112.5,3/8/1948,,,,,,,,,,,,,28,",,X,2400",,,0,",,X",0,",,X",0,,56,",,X",6,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,1,",,X",,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,
